time,url,dcl,load,fcp,lcp,cls,fid
1635001912.69,http://localhost:3000/,937.1999999284744,2318,1024.8999999761581,1424.899,0.27436465824270156,3.700000047683716
1635002068.53,http://localhost:3000/,766.6999999284744,2635.600000023842,988.2999999523163,1088.199,0.15902463553925444,1.100000023841858
1635002086.171,http://localhost:3000/,760.6000000238419,2476.2999999523163,853.2000000476837,1386.399,0.21599534315861615,0
1635002190.276,http://localhost:3000/,908.5,2237.9000000953674,1000.9000000953674,1234.2,0.4439816329940949,0
1635002845.597,http://localhost:3000/,849.6000000238419,2300.2999999523163,956.5,0,0.16849189171724546,0
